Age,Gender,Height,Weight,FAVC,FCVC,NCP,CH2O,FAF,TUE,CALC,MTRANS,NObeyesdad,BMI
35,1,1.7895368641853708,106.06008223188043,1,3,4,1.826946528243937,2,1.249117271834789,2,2,Obesity_Type_II,33.11850019340924
55,0,1.6704502694283831,142.52683779214837,1,1,1,1.92355631156098,1,1.9259518847289714,0,2,Obesity_Type_III,51.0774900515818
19,1,1.852306537806939,51.773860151202804,0,1,1,1.51281431637738,0,1.6630699448937505,2,2,Insufficient_Weight,15.08984667773985
28,1,1.773104436178158,138.7783067982619,1,3,2,2.455419036814475,2,0.9271044466053715,0,1,Obesity_Type_III,44.14209607864547
56,1,1.924901623818326,141.25807254829505,1,2,3,1.1471009579525584,0,1.4749789689198387,0,1,Obesity_Type_III,38.12380138418765
50,0,1.8835541770435071,99.76652401027448,1,1,1,1.4454966487583771,3,0.25627008050104805,3,0,Obesity_Type_I,28.12086064887285
46,1,1.5839912112272763,46.22109906132134,1,1,4,2.4971294369072536,0,1.0242077109275984,2,1,Insufficient_Weight,18.421913252687066
21,0,1.5938624461461262,60.99832125714549,0,2,1,1.8742485474800248,2,0.5581205543598731,1,1,Normal_Weight,24.011329456724354
57,1,1.5164389321699643,128.13571067040345,1,3,1,2.4105672480786247,3,0.3223273757923222,2,3,Obesity_Type_III,55.72118329079025
57,0,1.6285913046302518,128.68402106885964,0,3,3,2.1349717555671925,3,0.8525618125090697,3,2,Obesity_Type_III,48.517721780521924
18,0,1.97975827692112,152.19276467112581,0,2,2,2.901425499994725,3,0.26202910886722885,0,1,Obesity_Type_III,38.830203954145084
52,1,1.6650481193659823,112.41845446587743,1,3,4,2.195591665445666,1,1.3979702163489711,0,2,Obesity_Type_III,40.54936263973805
17,1,1.5668588703852264,54.637528331935954,0,3,2,1.0297379486910394,2,0.912480088106671,3,2,Normal_Weight,22.25518882936133
19,0,1.854115928772043,54.29827809362649,1,1,2,1.705754701008668,2,1.0622892651293276,3,3,Insufficient_Weight,15.794732953285715
58,1,1.7375096318352077,129.86267702695977,1,1,2,1.2861213644094154,3,0.292751877336314,2,2,Obesity_Type_III,43.015988737921255
45,1,1.5292887682492848,62.156867803595546,0,1,1,2.8492673551954066,0,0.27954332218698896,0,1,Overweight_Level_I,26.57725502054103
43,1,1.6517655310152588,80.37657295169228,1,2,3,1.2080249085701606,3,1.1668308705202481,3,2,Obesity_Type_I,29.45999623494569
60,0,1.6696689492358519,100.38871287216115,0,3,1,1.775413326262175,1,1.9700194956588926,2,0,Obesity_Type_III,36.01008484364413
48,0,1.8495297413016858,42.120374574595054,0,3,4,1.4521983872533843,3,0.19250116647545124,2,0,Insufficient_Weight,12.313161789900274
53,1,1.4609558255127093,70.35119740451141,1,1,3,2.6934439807934667,2,0.5714628571315625,1,3,Obesity_Type_II,32.96076817484767
29,1,1.5925804128031045,90.3940906719173,1,1,2,1.617132995177834,3,1.738918233075775,0,1,Obesity_Type_III,35.63996757527835
26,1,1.7243260396972266,74.234176130144,1,2,3,2.9837869662852903,0,0.14454402451047388,2,3,Normal_Weight,24.966928618143342
55,0,1.592488773500007,56.18266126091329,0,3,4,1.0772332112245018,2,1.7517714427339026,3,0,Normal_Weight,22.15386721044281
43,0,1.7830700451320693,130.72954448232088,1,2,1,1.2565535449251317,0,1.0485719667495024,0,1,Obesity_Type_III,41.11846936987624
32,1,1.7053897640155466,141.4566045511661,0,3,1,1.4492775528582182,3,0.8165335478528517,3,2,Obesity_Type_III,48.63802430082743
30,1,1.6417064350755777,71.44235099410933,0,2,2,2.6222120804003186,2,0.6193611287029117,3,1,Overweight_Level_I,26.507253818382623
32,1,1.9530805722413715,136.5768563203942,1,1,1,2.7570344181280317,1,0.5942343162556838,2,4,Obesity_Type_III,35.80443229245919
41,1,1.7850445345688224,87.57974911456554,1,2,1,1.1429027612188447,2,0.6116051648989576,2,1,Overweight_Level_I,27.485623006703456
39,1,1.5188689273020088,102.84240964760434,1,2,4,1.0649202835245528,0,1.7696061619203916,1,2,Obesity_Type_III,44.5791361831912
50,1,1.7468485996449996,146.85613543653727,0,1,3,2.4891137142091586,2,1.447590460349571,3,4,Obesity_Type_III,48.126199086613575
39,0,1.8637878821964775,133.49416390710337,1,3,1,1.266704013507227,1,1.3394460156623011,2,3,Obesity_Type_III,38.42990511222253
36,1,1.8254995396711826,140.44472326583838,0,3,4,1.2659971741492784,1,1.5974982979040016,1,1,Obesity_Type_III,42.14460338803262
22,0,1.5412072915264874,56.24249098988096,1,1,4,1.0447330689888585,1,0.51422932600829,0,3,Normal_Weight,23.677859400728966
25,1,1.9653825994912548,47.784647655049916,1,2,2,1.0996157551668437,1,1.2360856241635114,1,1,Insufficient_Weight,12.370697140425287
14,1,1.6878712322457012,151.56899586508638,0,2,4,1.5273509171909783,0,0.9201324779159019,1,0,Obesity_Type_III,53.20246455150649
14,0,1.5342832519823384,87.86711796595789,0,2,2,1.1300109788216126,2,1.5648832704003868,3,0,Obesity_Type_III,37.3263301509551
60,0,1.5455037496879183,75.27283943677978,1,3,1,1.7377581833185511,3,0.618512220946571,0,2,Obesity_Type_II,31.513611200922515
47,0,1.5020645458602127,130.3117280369899,1,2,2,2.665550062454698,1,1.2863572337397915,3,0,Obesity_Type_III,57.75722424039959
45,0,1.8758645974705153,144.38836516906196,1,3,4,1.6526405146431853,3,1.764424823634627,3,4,Obesity_Type_III,41.032617779263106
38,1,1.5146761619905798,147.6736923591859,1,2,3,2.4556683251587432,3,0.8043009523898574,1,4,Obesity_Type_III,64.36704219771197
53,0,1.5163163862851259,78.81563978177866,1,1,3,1.1878199296620602,2,0.1332441747349229,1,1,Obesity_Type_II,34.279363453145244
58,1,1.900749955823244,146.3787612914109,0,1,1,2.3187503748389857,3,1.0321016446835856,2,3,Obesity_Type_III,40.516142465166865
14,0,1.6326401647572066,44.15767699116752,0,3,1,1.63349436651487,3,0.6919449756140519,1,4,Insufficient_Weight,16.566290224793388
29,1,1.4663546892832784,45.25734792392458,0,3,3,2.4995057573940764,0,1.34445076109435,2,1,Normal_Weight,21.048009739526073
52,1,1.4775045087447578,117.56341859194346,0,1,2,1.2725040281127638,3,1.9020658494972122,3,3,Obesity_Type_III,53.853579705168116
18,1,1.5253503367530645,46.95140250855883,1,1,1,2.795766755528964,2,0.971216635993694,1,0,Normal_Weight,20.179451863778933
35,1,1.5630984744271155,79.90075523228035,0,2,4,1.4851544057958732,3,0.9323804603110677,0,1,Obesity_Type_II,32.70229304328245
42,1,1.802527482946355,123.76725426711242,0,1,1,1.706275586562353,2,1.3091696003829205,0,3,Obesity_Type_III,38.09271840069532
16,1,1.533382928400969,81.49562890283252,0,3,2,2.9003614216360836,1,0.20699500718713537,3,2,Obesity_Type_II,34.66035989746491
25,0,1.5130034273238482,61.629572461452085,1,1,1,2.156964719461718,3,0.5070123778500293,3,2,Overweight_Level_I,26.922124687855742
39,1,1.855301144982428,74.45017835358405,0,3,4,1.731543037926044,3,1.837958651000797,1,4,Normal_Weight,21.629023738874878
29,0,1.8056593004457546,96.6544918635544,1,3,4,2.899204294067263,3,1.3398852267275325,2,3,Obesity_Type_I,29.644929622485336
50,0,1.6807218373712751,98.89861777479078,0,2,4,1.658154833780064,1,0.026888087966832508,1,2,Obesity_Type_III,35.010517980334214
35,1,1.741134178884455,137.65802914974745,1,2,2,1.1897414253503595,0,0.4092509451180397,2,4,Obesity_Type_III,45.408490565436615
42,0,1.6153515307730018,133.5193069083706,0,2,2,2.9936977757188394,3,1.365674532057798,1,1,Obesity_Type_III,51.16935871082378
27,1,1.705725222724741,96.55904337407304,1,2,4,1.5356898411178277,2,1.5287984051251484,0,1,Obesity_Type_II,33.18752087273057
41,0,1.718536503960855,145.55408598644522,0,1,4,2.702515697399215,0,1.6797191453480838,0,3,Obesity_Type_III,49.28410547227256
18,1,1.6552357537243907,53.393879462515876,1,2,2,1.3310815896461745,0,0.5843536067640898,2,3,Normal_Weight,19.488201408236304
60,0,1.9304832716562461,71.17452212884159,1,1,2,2.462707943554756,0,1.8620571925551253,1,3,Normal_Weight,19.09820165292698
43,1,1.4585127884399331,143.3250344012837,0,2,2,2.048898788944504,3,1.1058937871557848,3,3,Obesity_Type_III,67.37543339687736
59,1,1.8645507694383605,86.62724886689529,1,2,3,2.9618131165802595,1,1.3930780447757858,2,2,Normal_Weight,24.917593457962735
18,1,1.5159229005579018,162.6288764080241,1,3,2,2.105660712184799,1,1.193477725559816,0,2,Obesity_Type_III,70.76906112848461
25,1,1.8727001010847157,97.74791347250726,0,1,4,1.0500303037817083,3,0.24548010934924092,2,4,Obesity_Type_I,27.872185764516583
29,0,1.7764333153086622,138.7838884934343,0,3,3,2.2077559792481756,2,1.9262293187697597,1,2,Obesity_Type_III,43.97858306465339
39,1,1.8969373881962932,89.69068721417887,1,2,2,1.290632912673252,2,0.2457511597883053,3,1,Normal_Weight,24.925355356548334
39,0,1.5016825925896755,92.54414340186622,0,1,4,2.597081830564174,2,0.5097639128223672,3,4,Obesity_Type_III,41.03861041395802
34,0,1.7462597360728802,87.24327655780712,0,2,1,2.713136392979798,3,1.6272557604459603,2,2,Obesity_Type_I,28.609764756954224
52,0,1.7155765765389646,129.6035281843623,0,3,3,1.9641870375894286,1,1.2371939230022029,1,3,Obesity_Type_III,44.03485883442943
49,1,1.82428238697058,107.9872533915593,1,1,4,2.5664429141045972,3,1.676298330752714,1,2,Obesity_Type_II,32.44803224889539
46,0,1.733173992503648,157.9160420324145,1,3,1,1.2902214709632103,1,1.0314723767480898,3,0,Obesity_Type_III,52.57047769723832
43,0,1.7365893205805452,70.6121798832972,1,2,4,1.9841563730712921,0,0.7539864707332697,0,4,Normal_Weight,23.414525817195575
50,0,1.6776858500953142,51.670904242513984,1,2,2,1.7878885293811693,3,1.8436909990955699,1,2,Insufficient_Weight,18.357975187137296
36,1,1.6136822447238905,88.55094712250111,1,2,2,2.2226347741061625,1,0.0725046350295897,3,2,Obesity_Type_II,34.00612678497367
23,1,1.7056001114636619,116.70580116349377,1,1,1,1.08895437760632,0,1.7122604407060917,3,1,Obesity_Type_III,40.117883498628686
18,0,1.5128009501472524,147.46066605135238,1,3,2,2.5042456764972547,0,0.46163557037556324,1,3,Obesity_Type_III,64.43363223798445
49,1,1.959602069661035,82.62080772172129,0,3,4,1.1582585789493673,3,1.6974726555079356,1,3,Normal_Weight,21.515609702492306
47,1,1.8286377047220972,121.37713064168216,1,2,1,2.3129430350603295,1,0.2783932268337712,2,1,Obesity_Type_III,36.2979021901603
44,0,1.9548075718445588,83.1250338089256,1,3,4,1.0369144510798884,0,1.160437927381081,0,1,Normal_Weight,21.753232908540454
23,0,1.5701655126348806,116.76966745730172,0,1,4,2.663776127513459,3,1.776215838022944,2,0,Obesity_Type_III,47.362996937865056
32,1,1.9160507406935599,150.485801325862,0,2,4,1.3493992604475626,0,0.947079293797781,2,4,Obesity_Type_III,40.990339326582394
45,0,1.8786586918186754,68.15106292468553,0,2,2,2.030994951953981,2,1.4931333476067858,3,3,Normal_Weight,19.309759352642217
14,1,1.808890778602567,89.93444690548694,1,2,2,1.5229858074552387,3,1.6093432357111168,3,1,Overweight_Level_I,27.485356759619403
18,1,1.781265468625159,164.15141475014806,0,1,4,2.445294404122137,0,1.4729884174335584,0,1,Obesity_Type_III,51.73534296387603
58,1,1.617771322591971,148.43818555943204,1,2,3,1.6427022003794425,3,1.8506594737491966,2,4,Obesity_Type_III,56.71675457238091
17,1,1.8826977160314662,110.14462209492144,1,2,4,2.4492183871766344,3,0.8936684610398573,2,1,Obesity_Type_II,31.074353769919448
29,1,1.715803194584259,104.09507657363869,1,2,4,1.569742413670953,1,0.34625087833031154,3,0,Obesity_Type_III,35.358614959497906
37,1,1.4875725352223812,74.8596481703898,0,2,1,2.50494618187152,1,0.09562212740495957,3,4,Obesity_Type_II,33.82918061319492
29,0,1.6158174752532188,104.1683878893847,0,3,4,1.0612109926738085,0,0.4929197392750102,1,0,Obesity_Type_III,39.89801980170374
15,0,1.9457074622290236,145.87086878327335,1,2,2,1.566622670747697,3,0.2863950077604842,2,2,Obesity_Type_III,38.53128391256267
41,1,1.9008605381205685,125.33198867300035,1,1,1,1.9972670128805579,3,1.115897482868961,0,3,Obesity_Type_II,34.686575160649106
45,1,1.9704100199805659,75.5455475504263,1,2,3,1.090119163839451,2,0.369890674423464,2,1,Normal_Weight,19.457886180553285
40,1,1.7828364927801719,64.38445405274516,0,2,1,1.3720681227425573,3,0.07786741457874236,3,4,Normal_Weight,20.25620051156801
33,0,1.5811803387644183,72.41627566160047,1,3,3,2.8690739632824065,1,0.07197965773733572,1,0,Obesity_Type_I,28.964989444022304
37,1,1.5362919763287377,60.38965937549614,0,2,1,2.9536685303603782,3,1.6631389967297232,2,3,Overweight_Level_I,25.586745846953885
25,0,1.5490646535224846,51.05072769898821,1,3,1,2.479499894780971,1,1.1828998628860496,0,3,Normal_Weight,21.274670788902736
48,1,1.4604916989240448,91.81115797969892,0,1,3,1.5044001012338257,2,0.7161706037867563,3,1,Obesity_Type_III,43.042479295552226
46,1,1.6570615188225477,53.27575015418173,1,3,2,1.521034890871938,0,1.7884560854804938,1,3,Normal_Weight,19.40225953010121
46,0,1.5514566706647575,60.66098227361515,0,2,2,2.291580715590146,1,0.1403932228154272,2,1,Overweight_Level_I,25.20171734902382
56,0,1.6681773940420523,107.96291022677525,0,1,2,1.2351992331974035,0,1.9606441454556518,0,2,Obesity_Type_III,38.79628307727602
50,1,1.9455470488745457,59.73950848614642,0,2,1,2.896618760860733,0,1.232583580508922,3,1,Insufficient_Weight,15.782586184873836
25,1,1.6781863110388107,47.048850696293755,0,3,4,1.4496257990203691,0,0.36692850793769693,0,0,Insufficient_Weight,16.70585357482083
16,1,1.9153317834019625,78.99099510351354,0,1,1,2.999271250850888,0,1.358138197953937,2,3,Normal_Weight,21.532256962444215
14,0,1.7709175263064145,66.76020642636792,0,1,4,1.9914675906049208,1,1.5267625195671253,3,3,Normal_Weight,21.28732049237836
46,0,1.5809797239705377,103.92845368729147,1,3,4,2.5428599779858727,2,0.858685566741549,2,3,Obesity_Type_III,41.57974918978001
53,0,1.638603022407382,51.89825265748438,1,3,2,1.0043681890111145,3,1.7232652124910948,1,1,Normal_Weight,19.328815154468447
23,0,1.4944773539853575,133.72311924805524,1,1,4,2.7774928095032836,1,0.3014648145929406,2,4,Obesity_Type_III,59.872559114557724
56,0,1.6267351746058856,153.18542344882746,1,1,1,1.5400040895611609,2,0.5576751671552167,1,1,Obesity_Type_III,57.88735771726948
57,0,1.809096701116873,132.67283191848048,0,3,1,2.3358734890961306,3,0.18698472316797954,2,0,Obesity_Type_III,40.53763760687583
42,1,1.4882188792526005,106.13620671257567,1,2,2,2.6127105615871793,0,0.4217556812147043,0,1,Obesity_Type_III,47.92144915601143
26,1,1.5588627464933555,147.44414554539952,0,1,3,1.328295481118004,3,0.47745762382229007,0,3,Obesity_Type_III,60.67527817663667
25,0,1.652163751949055,126.55971585246995,0,3,1,1.885018962658458,3,1.8352663818434203,3,2,Obesity_Type_III,46.364898336482256
44,1,1.9704862546184603,40.329441428723925,0,2,4,1.9876718813038468,2,0.1562193775023124,0,0,Insufficient_Weight,10.386647371785926
59,1,1.8659767661682065,88.65535924958739,1,1,1,1.624238930678409,3,0.8548302403754189,0,2,Overweight_Level_I,25.462000959183076
15,0,1.838747975640815,146.2199393252568,0,1,1,1.963511659457963,0,1.064797374453826,1,0,Obesity_Type_III,43.24761718753704
48,1,1.5115812069584864,82.57821610488392,1,3,1,1.635091315310676,1,1.7973861076043216,0,0,Obesity_Type_III,36.14119673460637
36,0,1.8639278236159456,43.437111864215964,1,2,3,1.7214954901104185,1,1.995392437322427,1,3,Insufficient_Weight,12.502669721574755
30,0,1.866192470103488,133.0186344575863,1,1,4,2.338662357405478,2,1.5067762298396716,1,1,Obesity_Type_III,38.194393631007806
39,1,1.768584428680894,140.05682205564142,1,2,2,2.265186536609994,0,1.941581981138059,1,3,Obesity_Type_III,44.77676088054076
21,0,1.974891744459137,59.234805575456875,1,2,1,1.4645314515950505,0,1.5742022650717475,2,3,Insufficient_Weight,15.187642948540587
42,0,1.6223845701400126,106.70490260224084,0,1,4,2.794965769590849,3,1.9264052819428332,1,3,Obesity_Type_III,40.53934796220473
39,0,1.9488743975681815,63.18638531346144,0,2,4,2.7255770913427813,2,1.4145414518889103,2,2,Insufficient_Weight,16.63626428186941
23,0,1.9348074909269468,129.6235367995625,1,1,2,2.018166613379903,0,0.15952685090214214,1,0,Obesity_Type_II,34.626480137861506
39,0,1.4560847496671703,73.21535735236318,0,2,1,1.8665014853915007,0,0.803840373985353,2,4,Obesity_Type_II,34.53256833045826
47,0,1.6885617590316497,78.84310544297958,1,1,3,1.7537119659682177,0,1.2931945676049408,3,1,Obesity_Type_I,27.652208489047045
54,0,1.9678652435173338,145.46632755865278,0,3,4,2.4145358373328785,1,0.701437018908502,3,3,Obesity_Type_III,37.56399414926214
20,0,1.50465432207628,99.01661637806995,0,1,2,2.343332114418941,1,0.5467678362275572,2,0,Obesity_Type_III,43.73555151931657
17,1,1.7403258880231594,123.38906085349923,0,1,3,1.3923612138759573,1,1.154798534266182,3,1,Obesity_Type_III,40.73948152833155
58,1,1.9688474787317851,89.69900439103093,0,1,4,2.3429160626007226,3,1.8670037534048698,0,4,Normal_Weight,23.140006413775176
24,1,1.744412574776106,76.54886400641318,0,2,1,1.50486238820408,3,0.06996374703230712,1,4,Overweight_Level_I,25.15592740474802
42,0,1.5506021105752426,117.81023561350733,0,3,4,1.0371166730470511,3,1.5384624070828754,2,3,Obesity_Type_III,48.998443354388286
49,0,1.7585571119490726,58.51205433393148,0,2,3,2.398417355074754,0,1.4454545560892542,3,4,Normal_Weight,18.92049053132569
38,1,1.5583535041932597,85.99797928142473,0,2,3,2.2895872049214994,1,1.9279068507765742,3,4,Obesity_Type_III,35.412475153925776
34,1,1.7254432593340767,65.3386667106262,0,1,1,1.821618524748683,0,1.861422444665087,0,1,Normal_Weight,21.946683654307954
49,1,1.4892423754935444,126.67016583453393,0,2,1,2.0513721118390125,0,1.5244651240883857,1,1,Obesity_Type_III,57.11413036552753
23,0,1.7709058146836345,157.97031363160954,0,1,2,2.8943383834115193,2,1.0408175293651973,0,3,Obesity_Type_III,50.371461578748836
50,1,1.7238986677379238,164.43438196999915,0,3,1,2.1904003618108754,0,0.4085351064670397,2,0,Obesity_Type_III,55.331081917740875
22,1,1.8422855254435755,95.73487811564044,0,2,2,2.3157678706730627,3,1.0904714366511488,3,3,Obesity_Type_I,28.20696170001459
37,0,1.784271249714156,70.81882909419201,1,2,3,1.1278226418982822,1,1.5307039878393076,3,2,Normal_Weight,22.244722204708367
48,1,1.7412913223213011,94.79650066842484,0,2,3,1.3319889213502505,1,1.7913384252757862,3,4,Obesity_Type_II,31.2643522051445
48,0,1.8155827901015043,145.7559456553032,0,1,4,1.6019045528231763,0,1.5794240184210981,0,0,Obesity_Type_III,44.21749797873274
49,0,1.5262892141932822,64.95671549755703,0,1,4,2.0787586360562864,3,0.39053387038210796,0,1,Obesity_Type_I,27.883699034929602
31,0,1.76554062046706,158.9640521082684,0,2,2,2.5531817919666424,3,1.1993726284561188,1,2,Obesity_Type_III,50.9968670897029
52,1,1.5412186194960722,82.07508686856703,0,2,1,1.642481755577174,3,0.664346919062714,2,2,Obesity_Type_II,34.55276901181827
45,1,1.9405267701614968,163.21126109073842,0,3,1,1.7127648609575479,1,0.018411334781285982,1,4,Obesity_Type_III,43.34218921788682
37,0,1.4862170755681703,144.66471982927925,1,3,4,1.5123017703474977,3,0.40044187157733213,1,1,Obesity_Type_III,65.49349048280149
36,1,1.6780986173361203,140.87988730257118,1,3,3,1.5092186585906118,3,0.22644129986689854,3,0,Obesity_Type_III,50.02810312734777
45,1,1.8187726631573857,79.05598889543373,1,3,2,2.8977276917895933,0,1.685438247078937,0,1,Normal_Weight,23.898901516624043
50,1,1.6927517721841772,40.10592870543911,0,3,3,2.2709143592377803,2,0.517012504295624,2,4,Insufficient_Weight,13.996582977398981
25,1,1.4988104842134382,87.14874651207447,0,1,3,1.3118024870798937,3,0.569395937775111,1,2,Obesity_Type_III,38.794280376444796
26,0,1.7432908785471548,77.0279805774994,0,3,1,2.44449715616852,0,1.9198731435977685,2,4,Overweight_Level_I,25.345963004610226
36,1,1.790064911678498,43.71202079150846,1,3,2,2.444042286720058,0,0.7581734460977043,3,3,Insufficient_Weight,13.641537611672032
38,0,1.823009924824969,102.67602231974715,0,2,3,2.3329403921074103,3,0.019171280288789116,1,2,Obesity_Type_II,30.895197058680303
48,0,1.6478277016652623,89.78194522162482,0,1,4,1.2694408901813272,2,0.5676922966922731,0,4,Obesity_Type_II,33.06476280597812
54,1,1.748739784645244,118.95411493543212,1,3,4,1.8159829669391738,1,0.2385991612036249,1,0,Obesity_Type_III,38.89816273515906
43,0,1.6888638317176239,117.26947659645448,1,3,1,1.2135126609888263,2,0.2056171234717079,3,0,Obesity_Type_III,41.114566607400846
30,1,1.8061897005386942,54.214076122981695,0,3,4,2.6332410081842728,3,0.15497458027149902,1,0,Insufficient_Weight,16.61825192211083
33,1,1.7592851926821538,162.09765881195443,0,2,4,2.3103442863558383,2,1.1865189403507546,3,3,Obesity_Type_III,52.372613612109134
38,0,1.7286507963663413,62.55336010962231,0,2,3,2.014407873535637,0,0.37869544725971727,1,1,Normal_Weight,20.933223097641072
35,0,1.5822479144242718,95.10452712035277,0,2,4,1.6860309530011932,0,0.7224855880820209,2,0,Obesity_Type_III,37.98849835633686
26,0,1.451069814406564,100.5028104726506,1,3,4,1.3684989489888668,2,1.7240354322600335,0,3,Obesity_Type_III,47.73111623327796
32,0,1.5422632879150575,141.44591244897913,0,2,3,1.2128951776662158,1,0.8486762795925513,3,0,Obesity_Type_III,59.46663445700868
49,1,1.5120450019548093,51.502929107925496,0,3,1,2.938481215073799,2,1.8313827001032752,2,3,Normal_Weight,22.5269551966441
25,1,1.6880149148558017,93.009179180275,1,1,1,1.399297283912046,3,0.9958761067912125,3,0,Obesity_Type_II,32.64173633588952
54,1,1.7744968199037776,118.1912734497617,0,3,2,1.1197492534427713,1,0.7976732296795115,1,1,Obesity_Type_III,37.534873903270125
32,0,1.5629350546029483,66.109608324631,0,2,4,2.9233335443649926,2,1.5007778541814032,3,4,Overweight_Level_I,27.063422666398164
25,0,1.947700260862609,118.06095524452518,1,1,3,2.097903482715654,2,0.1463501975360042,3,0,Obesity_Type_II,31.121609420920265
22,0,1.4535415284886606,155.38176953125623,1,3,2,2.5933134699822857,1,0.17895676596483479,0,4,Obesity_Type_III,73.54364900078286
20,1,1.8593195380376317,164.68728452775704,0,1,1,1.087531694396637,2,1.3039474278459213,2,0,Obesity_Type_III,47.637833564425165
41,0,1.7813585278511344,43.08883567562514,1,1,1,2.1338917149593093,3,0.9738814264784965,1,1,Insufficient_Weight,13.578821662727188
27,1,1.6479840445552714,68.68411675882936,1,1,3,1.7964199282359903,0,1.5808305006384205,0,4,Overweight_Level_II,25.29008637140018
44,0,1.4767591405385763,78.09869658975387,0,3,2,2.543928868699767,3,1.8325416746870629,3,3,Obesity_Type_III,35.81165983443568
32,1,1.782567883045668,89.28988865606573,1,2,2,1.0768512912781172,2,0.7767337553430951,0,0,Obesity_Type_I,28.100246295442297
60,1,1.6543751618187934,69.5244018556807,0,3,3,1.8033811371232287,0,1.1928200531692925,3,0,Overweight_Level_I,25.40207879912749
29,0,1.946221583889006,64.63948731396938,0,2,3,2.598146838972392,1,1.0013932555906198,1,3,Insufficient_Weight,17.065276680216698
18,0,1.7372547396915758,159.273784144605,0,3,2,2.0453945292767397,3,1.9632213112848658,3,1,Obesity_Type_III,52.773668904115574
48,1,1.9480153009855594,154.73372194908524,0,3,1,2.100077481997208,1,1.6621688147131903,0,2,Obesity_Type_III,40.77558913660551
25,1,1.5668563575408512,44.9210551263928,1,3,4,1.194329363931931,0,1.8234754165547071,0,0,Insufficient_Weight,18.29749260987846
38,0,1.8346347324929746,81.69044072221087,0,2,1,1.2646611122401827,2,0.5086801751552084,3,3,Normal_Weight,24.270125209191733
34,0,1.7771419810498246,90.04871776347923,0,3,3,2.3539992107315717,0,1.5450528463251887,2,2,Obesity_Type_I,28.512367536760284
49,1,1.8418863618105952,69.11583136790887,0,1,2,2.3500932445798397,0,0.5309464499952978,0,0,Normal_Weight,20.372853958765813
36,0,1.5637739679054445,118.23798502051011,0,3,2,2.9582067885045467,1,0.4174850668567798,2,4,Obesity_Type_III,48.35140091126373
29,1,1.8024470936060202,119.68797407717437,1,1,4,2.423905976131101,3,1.8885323193111017,2,3,Obesity_Type_III,36.84049560431993
52,1,1.7139614083201407,146.16353276940322,1,2,2,1.9864869918668946,0,0.03860883343573329,2,4,Obesity_Type_III,49.755025502449996
58,0,1.8436972367003475,132.34952781653743,1,2,4,2.7146556470671057,2,1.9307774073268593,2,1,Obesity_Type_III,38.93526963837844
55,0,1.6233336614004634,107.3642391977104,0,3,1,1.2089459716318725,0,0.2985237939776124,0,2,Obesity_Type_III,40.74216116862007
52,0,1.9217302234965838,121.3519330255969,1,3,1,1.898591641792509,1,1.6388761635865363,0,3,Obesity_Type_II,32.859568621839294
27,0,1.4946796967440157,73.52258647442028,1,3,2,1.5742182218551395,3,0.5518451061362062,2,0,Obesity_Type_II,32.90974417813298
44,0,1.8778103389593297,113.72507993588707,0,1,2,1.2092756138552512,2,0.7014046548614548,0,0,Obesity_Type_II,32.251713928843195
18,1,1.906499401681998,100.64263409848982,1,2,3,2.5270041694407324,1,0.4335154226439699,2,2,Obesity_Type_I,27.68908779377469
48,1,1.8831437250244152,55.80140288186267,0,1,3,2.0215840609977676,0,1.1710280849621593,2,4,Insufficient_Weight,15.735414322470003
36,0,1.7217449889587413,69.56057884945432,1,1,2,2.1135374397949813,0,0.6961910950157482,2,4,Normal_Weight,23.465268717626646
42,0,1.6823440394163034,75.75337479091985,1,3,2,1.822510375820658,3,1.3147860789893264,3,3,Overweight_Level_I,26.765314925479146
56,0,1.9780190118581849,155.4630054486223,1,3,1,1.9206744632054704,1,0.03129463588413195,1,3,Obesity_Type_III,39.7343521347152
24,1,1.5714611341435059,68.02871656262207,1,1,2,1.2320347742460063,1,0.12874976703007923,0,4,Obesity_Type_I,27.547677421103273
31,0,1.7398442619143035,75.44473175527818,0,1,3,2.345835648573953,3,0.1993223054624973,0,3,Normal_Weight,24.923450547244233
60,0,1.8054580284526325,85.53862039126847,0,3,1,1.8648947192104275,2,0.8379873706204621,2,4,Overweight_Level_I,26.241426981123155
25,1,1.821459847006559,122.63158506679876,1,3,4,2.6335351462591667,1,1.6295923453199521,3,2,Obesity_Type_III,36.96265322840247
22,1,1.5581330728414466,53.89803745148971,0,1,3,1.3925744002861522,3,1.7763558207567653,3,3,Normal_Weight,22.200556441967798
23,0,1.7966168689400945,159.19709677421577,1,3,3,1.4101101868376715,1,0.4896214801218015,0,4,Obesity_Type_III,49.32012824841718
57,0,1.8837358702351088,148.06197373194033,1,3,1,2.2915191430613753,3,1.148739448478028,2,3,Obesity_Type_III,41.72568921426597
30,0,1.4765098457151895,111.72922519912773,1,1,4,2.6920068467947935,0,1.536729985385201,0,0,Obesity_Type_III,51.25002629205392
51,1,1.9331062854624177,123.92877129554455,1,1,3,1.9443956772363507,0,0.5776588598392174,2,0,Obesity_Type_II,33.163524378657016
20,0,1.465637149226959,41.09921937677122,1,2,2,2.4539077374662,1,0.8180154734725464,2,1,Normal_Weight,19.13289306623508
59,0,1.638664647218849,81.70704169390453,1,1,3,2.9986598429861715,1,1.0479484053714279,1,4,Obesity_Type_II,30.42841410769132
26,0,1.4583809940034698,139.2531890633417,0,3,1,2.980531279457856,0,0.2697496928160954,2,1,Obesity_Type_III,65.47313827387259
